age,gender,semester,study_hours,attendance,assignment_completion,previous_gpa,mock_test_score,sleep_hours,screen_time,stress_level,programming_practice_hours,class_participation,learning_style,final_gpa
23,Male,2,1.38,52,48,7.61,87,8.5,5.87,7,3.8,8,Visual,5.98
23,Male,8,4.77,98,96,8.1,51,7.48,3.51,10,4.15,6,Reading,7.41
20,Male,1,2.51,93,74,5.25,38,8.7,2.14,9,5.66,6,Reading,5.58
22,Male,2,8.91,81,91,6.85,95,5.25,4.63,9,3.1,5,Auditory,7.65
18,Female,5,6.01,59,68,6.22,86,7.47,6.06,7,1.92,5,Reading,6.28
24,Female,8,3.08,89,78,4.8,69,8.05,3.25,4,5.53,8,Visual,6.09
18,Female,1,5.52,64,57,8.92,78,7.51,1.85,4,0.41,1,Visual,7.53
22,Female,1,7.58,54,51,4.74,49,5.05,6.81,7,1.29,9,Reading,5.0
21,Male,7,9.62,53,58,7.96,95,5.38,2.77,8,2.05,6,Visual,7.59
19,Female,6,2.98,77,87,6.16,78,6.83,4.59,7,4.69,9,Kinesthetic,6.32
19,Female,2,8.98,100,61,5.52,55,6.23,5.84,10,5.42,2,Visual,6.68
17,Female,6,9.41,53,98,8.04,81,7.68,3.22,4,2.71,3,Kinesthetic,8.25
22,Female,1,9.25,64,95,7.55,83,5.89,5.54,4,1.72,1,Kinesthetic,7.9
23,Female,4,6.72,66,88,6.17,87,8.3,4.22,8,2.12,5,Visual,6.76
18,Male,1,6.67,93,91,7.22,61,6.16,4.99,9,3.94,2,Kinesthetic,7.28
22,Female,2,4.63,52,54,5.81,65,4.2,5.13,7,0.95,1,Visual,5.14
20,Male,2,7.77,59,40,9.08,78,4.09,6.77,3,3.28,9,Visual,7.69
17,Male,2,5.78,96,41,6.16,66,7.23,5.59,10,3.53,9,Reading,6.18
20,Female,2,7.1,91,47,5.8,64,6.7,2.85,1,4.25,6,Visual,6.98
17,Male,8,4.86,72,61,8.48,52,6.71,1.42,5,3.62,8,Visual,7.23
18,Male,7,7.58,67,64,4.59,97,7.95,1.01,6,0.58,9,Reading,6.22
19,Female,5,8.42,50,41,5.92,50,5.88,7.33,9,4.13,5,Auditory,5.64
22,Male,8,2.32,84,90,6.49,69,8.98,7.59,5,0.13,2,Visual,6.13
19,Male,7,8.5,80,48,9.18,96,8.73,1.66,1,2.34,4,Auditory,8.98
18,Female,2,5.86,93,48,9.54,43,4.06,4.41,4,2.5,3,Auditory,7.69
22,Female,8,8.6,50,52,8.3,96,8.48,2.06,2,0.7,10,Reading,7.96
23,Female,8,4.88,52,45,7.11,73,7.4,7.64,4,0.06,7,Auditory,5.97
20,Male,4,4.41,52,69,7.9,85,6.51,2.73,7,0.43,10,Auditory,6.6
21,Male,1,9.24,86,54,6.69,44,6.91,4.51,9,2.68,10,Kinesthetic,6.78
21,Male,3,3.26,68,90,6.08,86,8.21,2.16,3,1.44,10,Auditory,6.51
18,Male,3,8.6,78,92,9.54,46,8.76,3.33,3,0.41,8,Reading,8.61
23,Female,5,5.36,74,54,5.11,96,6.8,2.87,4,1.54,5,Visual,6.13
17,Female,3,5.63,82,89,6.34,37,4.91,4.33,7,3.17,2,Kinesthetic,6.26
19,Male,2,3.78,85,46,9.27,45,7.2,3.94,6,4.45,9,Reading,7.26
20,Male,8,6.16,78,97,8.33,42,4.38,3.32,5,2.47,1,Reading,7.44
24,Male,3,3.93,75,50,4.65,57,7.18,1.74,4,3.68,5,Kinesthetic,5.41
21,Male,7,1.35,53,79,4.62,44,8.04,4.39,8,3.58,3,Kinesthetic,4.39
19,Female,4,3.45,98,77,7.24,52,5.77,6.95,4,5.38,8,Reading,6.9
18,Male,6,1.06,63,79,7.07,73,4.36,6.11,3,1.08,8,Visual,5.83
24,Female,2,9.81,99,41,6.85,60,7.46,6.04,7,2.86,1,Auditory,7.33
19,Female,3,9.69,76,90,6.1,45,5.7,3.56,2,3.79,4,Visual,7.38
22,Female,2,4.56,82,87,9.73,44,5.25,5.96,4,3.12,10,Auditory,7.82
21,Male,5,7.56,71,78,5.94,37,7.45,4.26,8,2.7,8,Visual,6.18
23,Female,8,4.11,97,49,7.1,96,8.85,2.05,4,5.84,9,Kinesthetic,7.58
20,Female,4,7.04,52,83,6.65,95,7.73,3.93,10,5.65,9,Kinesthetic,6.99
17,Male,1,8.25,72,56,5.4,38,6.46,1.93,7,3.67,2,Kinesthetic,6.06
17,Male,6,9.52,70,46,5.57,95,7.0,1.8,2,2.64,9,Reading,7.22
22,Female,2,4.6,90,93,9.37,42,4.71,1.16,5,4.53,8,Reading,8.03
24,Male,4,8.05,72,79,9.05,47,8.07,2.98,4,3.08,9,Auditory,8.21
24,Male,5,3.39,53,78,5.55,46,7.02,3.32,9,5.97,9,Kinesthetic,5.3
23,Male,5,9.91,70,43,9.14,69,8.83,5.9,7,4.12,3,Reading,8.25
22,Male,4,1.23,86,74,5.61,88,8.9,4.77,9,0.41,5,Reading,5.49
19,Female,3,6.43,92,90,7.82,85,5.77,7.01,10,2.41,3,Kinesthetic,7.48
17,Female,4,6.94,80,86,4.93,77,8.94,2.24,7,4.38,6,Visual,6.67
21,Male,7,7.19,70,75,9.17,100,8.78,2.86,2,5.05,10,Kinesthetic,9.01
23,Female,3,2.08,75,70,4.77,49,7.2,7.59,2,4.88,5,Auditory,5.24
20,Female,3,9.45,90,64,7.44,83,5.67,4.11,2,5.86,2,Kinesthetic,8.48
24,Female,4,2.63,84,80,8.63,68,7.77,6.52,5,2.93,3,Visual,7.25
17,Female,5,6.6,87,52,5.12,73,5.36,4.45,1,0.84,7,Visual,6.28
17,Male,1,3.0,73,57,6.64,60,7.15,4.3,7,3.91,10,Kinesthetic,5.92
18,Male,1,3.76,60,60,4.72,82,4.12,2.04,2,0.42,10,Reading,5.31
17,Male,8,5.92,90,87,8.12,85,7.14,6.96,4,5.84,5,Visual,8.22
17,Female,4,4.75,78,40,6.13,38,8.76,1.55,9,4.55,3,Auditory,5.75
21,Male,2,2.44,96,75,7.46,61,5.18,3.17,8,5.89,4,Reading,6.76
23,Male,4,2.54,52,89,9.44,76,7.89,5.71,10,2.26,6,Auditory,6.94
17,Male,1,4.76,50,47,6.12,90,5.47,4.55,2,0.09,8,Auditory,5.87
18,Female,6,7.82,68,91,4.76,52,7.54,7.17,4,3.13,7,Auditory,6.16
18,Female,8,9.08,95,87,8.08,95,7.5,1.28,4,0.73,3,Auditory,8.81
22,Female,4,1.76,98,60,8.67,38,4.92,5.55,2,4.08,2,Visual,6.95
18,Female,8,4.54,71,82,9.58,35,6.99,4.34,2,2.99,3,Reading,7.71
17,Female,6,1.9,63,91,5.34,84,8.3,2.08,5,4.52,5,Kinesthetic,5.95
22,Male,6,1.15,98,92,6.58,54,5.91,6.2,4,1.75,7,Visual,6.11
19,Male,7,6.96,63,92,8.97,54,7.55,3.88,8,4.97,8,Reading,7.86
19,Female,6,6.42,93,60,8.78,80,7.37,4.72,4,3.9,6,Kinesthetic,8.27
24,Male,5,2.47,65,66,7.81,61,5.29,7.77,8,5.93,2,Kinesthetic,6.19
24,Male,1,3.1,82,58,5.93,60,8.59,4.4,5,1.07,2,Visual,5.75
21,Male,8,1.21,62,62,6.01,66,6.82,6.76,1,0.31,10,Reading,5.29
24,Male,1,8.51,87,90,5.16,44,5.78,6.39,9,5.11,5,Auditory,6.4
23,Female,1,9.77,98,89,9.39,46,4.82,5.64,8,2.03,5,Auditory,8.51
19,Male,5,2.22,61,90,5.42,58,6.37,7.28,1,2.59,1,Kinesthetic,5.51
21,Female,1,3.08,100,82,7.54,85,7.65,2.76,3,5.55,1,Visual,7.79
24,Female,2,8.82,87,74,7.6,72,7.12,6.75,3,2.64,9,Visual,8.0
21,Female,1,9.34,88,79,6.46,80,7.64,3.64,5,1.79,7,Auditory,7.69
22,Female,4,4.78,82,91,6.37,42,7.96,6.69,7,0.36,8,Visual,6.04
18,Male,2,1.46,82,90,8.04,89,6.21,4.46,1,2.66,5,Visual,7.35
20,Female,3,1.35,78,81,6.56,65,6.6,7.0,1,3.93,3,Reading,6.25
21,Male,1,6.17,54,87,5.85,50,8.93,7.26,10,1.62,3,Reading,5.61
23,Male,7,4.54,55,44,6.62,54,8.84,5.18,6,4.31,3,Kinesthetic,5.87
17,Female,3,1.26,80,91,8.78,72,6.07,4.55,5,2.87,1,Reading,7.15
18,Female,8,6.25,65,80,9.62,49,7.43,6.48,3,5.15,3,Visual,8.13
17,Female,3,1.1,80,47,7.87,68,5.34,2.87,3,0.97,2,Auditory,6.25
17,Female,5,8.09,74,50,8.65,53,4.76,1.11,4,4.54,8,Auditory,7.87
24,Female,8,3.76,97,55,7.32,97,7.84,3.85,10,5.6,10,Auditory,7.13
19,Male,4,1.36,95,78,7.81,66,6.18,4.55,2,4.45,10,Kinesthetic,7.1
17,Male,6,6.3,82,86,9.74,71,4.89,3.08,9,2.44,6,Auditory,8.14
22,Female,4,4.58,62,63,6.82,100,7.79,3.68,4,1.38,5,Reading,6.73
21,Female,3,9.76,59,100,4.85,41,8.58,1.93,10,0.59,1,Reading,6.02
23,Female,5,5.9,73,60,9.57,82,8.67,2.94,3,3.85,2,Visual,8.46
17,Female,2,3.48,59,91,8.7,45,6.98,2.68,10,0.86,2,Kinesthetic,6.49
23,Female,7,7.38,90,62,6.61,65,6.4,3.11,7,5.03,7,Auditory,7.16
17,Female,8,3.44,80,88,9.71,78,4.71,3.09,9,5.76,7,Visual,7.95
24,Male,1,9.14,62,77,6.33,79,7.96,4.91,2,0.81,6,Auditory,7.27
19,Male,8,4.37,52,86,6.47,90,8.73,2.75,6,2.26,8,Auditory,6.51
17,Female,6,5.95,99,47,7.73,66,8.45,7.59,5,5.62,4,Visual,7.52
21,Female,2,1.46,83,46,5.95,55,7.76,4.58,1,2.82,9,Reading,5.67
21,Female,1,4.84,98,41,8.2,65,4.02,1.9,7,3.21,8,Visual,7.11
17,Female,3,8.49,77,69,5.31,35,6.04,2.96,1,4.49,3,Kinesthetic,6.66
21,Male,5,8.25,68,52,5.07,45,6.05,6.11,10,1.26,3,Visual,5.31
22,Male,7,3.02,72,62,7.33,70,8.47,1.1,9,5.87,9,Auditory,6.6
24,Female,5,3.03,94,68,7.44,93,4.33,7.56,4,4.69,9,Reading,7.11
22,Male,6,8.36,81,77,5.07,90,6.66,4.12,8,0.97,5,Visual,6.53
21,Female,6,9.37,62,100,9.61,85,4.68,4.65,1,0.67,10,Reading,8.99
19,Male,4,1.86,82,76,7.54,63,7.31,7.92,5,5.61,1,Reading,6.62
23,Male,6,5.05,83,59,5.3,36,7.96,4.52,3,4.11,3,Reading,5.9
18,Female,4,4.04,82,72,6.15,40,7.21,7.63,4,0.23,5,Reading,5.72
22,Female,2,8.84,54,68,8.74,65,7.97,7.41,4,0.85,4,Auditory,7.68
18,Male,6,1.75,52,89,7.27,88,7.04,7.59,8,0.29,4,Auditory,5.83
20,Male,4,2.9,56,54,5.5,74,4.95,6.69,10,5.84,1,Auditory,5.01
24,Male,1,7.77,73,62,5.05,51,5.91,3.07,10,2.99,6,Auditory,5.71
23,Male,5,1.46,71,81,6.78,39,8.78,3.42,3,2.77,10,Auditory,5.97
18,Male,5,5.43,94,42,6.29,36,5.44,3.55,1,5.73,4,Kinesthetic,6.59
24,Female,3,4.98,72,76,7.98,92,4.31,7.85,5,3.03,1,Kinesthetic,7.22
22,Female,3,4.01,79,95,9.4,46,5.92,3.53,2,3.11,10,Visual,7.9
22,Male,6,4.55,67,68,5.81,39,5.83,1.76,6,5.9,6,Reading,5.86
24,Male,6,5.77,81,84,9.03,94,6.35,6.45,4,0.67,5,Kinesthetic,8.12
17,Male,2,2.45,56,47,9.38,75,6.8,3.56,9,5.91,5,Auditory,6.91
21,Female,8,6.15,82,61,9.28,54,8.96,5.35,7,0.99,2,Reading,7.59
18,Female,7,8.25,54,92,9.55,35,7.78,7.47,2,2.84,1,Auditory,8.11
19,Female,3,7.84,98,68,8.96,90,4.18,5.03,7,2.03,7,Auditory,8.35
20,Male,1,2.39,77,41,7.65,90,7.56,5.46,10,5.73,5,Visual,6.43
17,Male,7,2.34,57,80,6.67,88,8.12,5.5,8,2.91,3,Reading,5.99
24,Female,8,3.41,64,88,7.11,45,8.48,5.29,3,0.14,6,Auditory,6.21
24,Female,8,4.25,53,98,9.12,37,6.12,2.12,3,1.33,3,Auditory,7.21
18,Female,4,4.68,83,89,6.1,62,5.57,4.19,2,2.58,6,Visual,6.64
21,Female,4,7.12,54,84,5.34,39,8.2,1.05,1,4.06,6,Reading,6.43
24,Male,2,1.51,82,40,5.25,50,7.89,5.38,3,3.37,9,Kinesthetic,5.1
19,Female,4,1.31,54,83,8.88,65,6.68,5.03,10,5.1,8,Reading,6.49
22,Male,5,4.53,87,59,8.54,62,4.59,3.23,7,4.97,1,Auditory,7.3
18,Male,4,7.27,83,91,7.14,41,7.26,4.67,9,3.54,7,Kinesthetic,7.0
21,Male,3,2.74,75,60,5.96,43,4.33,4.45,9,3.43,9,Visual,5.1
18,Male,8,6.77,50,76,8.09,73,4.5,2.76,6,1.67,2,Visual,7.07
17,Male,5,3.34,53,47,4.7,77,5.66,3.05,6,5.75,9,Auditory,5.11
20,Male,3,8.97,88,66,7.51,61,5.86,6.34,5,0.46,6,Reading,7.43
23,Male,7,9.06,75,86,6.61,67,6.31,6.29,2,2.38,3,Auditory,7.51
21,Female,3,3.68,82,98,9.68,90,5.7,4.29,7,3.97,8,Reading,8.25
24,Female,2,3.07,82,74,7.19,36,4.17,6.02,1,5.67,7,Visual,6.54
20,Female,7,4.7,57,45,7.43,48,4.79,4.16,6,3.01,8,Auditory,5.96
20,Female,2,3.16,69,99,8.28,47,4.58,6.96,4,5.38,8,Auditory,6.98
22,Male,8,7.05,65,84,7.07,58,6.16,3.33,3,0.63,7,Kinesthetic,6.98
23,Male,5,8.43,70,83,5.69,68,5.06,7.49,1,3.19,1,Auditory,6.91
19,Male,7,7.06,94,58,7.35,53,5.47,4.8,6,1.9,10,Reading,7.02
23,Male,4,8.42,75,100,9.5,64,6.36,4.75,7,4.77,10,Kinesthetic,8.71
21,Female,6,4.57,72,57,6.67,83,5.18,5.7,1,2.67,10,Reading,6.65
19,Male,6,2.41,67,95,8.1,77,5.23,3.39,1,2.85,8,Kinesthetic,7.24
24,Female,1,7.64,80,40,9.68,50,8.17,6.07,7,0.39,5,Visual,7.64
22,Male,4,4.24,91,64,8.9,86,6.74,3.24,6,2.63,2,Reading,7.8
23,Female,5,7.04,61,66,7.99,83,8.28,3.78,7,0.48,2,Reading,7.25
20,Female,1,3.44,50,46,8.4,45,6.57,5.72,8,1.8,2,Auditory,5.83
23,Female,3,1.73,91,83,9.46,81,8.55,3.65,8,0.76,9,Visual,7.52
17,Male,3,9.93,58,81,9.59,69,5.27,2.4,9,2.01,5,Kinesthetic,8.31
24,Female,1,2.41,52,68,9.64,63,7.08,7.1,9,1.36,3,Kinesthetic,6.53
17,Female,3,9.9,100,70,7.82,88,6.52,7.46,7,1.71,6,Visual,8.23
18,Male,4,9.8,75,83,6.54,57,8.59,5.39,9,0.89,9,Auditory,7.0
18,Male,2,8.14,58,82,5.21,58,6.09,6.68,6,2.64,9,Reading,6.02
21,Female,6,6.93,91,75,6.54,44,8.27,7.91,9,2.99,9,Reading,6.54
23,Male,7,6.2,100,58,9.5,95,6.82,5.3,2,5.02,10,Auditory,9.0
17,Female,4,8.79,65,45,9.22,42,7.54,7.36,2,3.23,4,Kinesthetic,7.86
20,Male,3,3.6,73,64,7.28,82,8.43,3.51,6,1.37,5,Auditory,6.61
17,Female,8,5.21,99,70,7.35,63,8.98,5.9,3,4.42,1,Reading,7.54
21,Male,2,6.57,63,48,6.14,60,7.66,1.39,2,1.78,10,Visual,6.42
18,Male,4,4.7,52,59,6.91,71,5.57,6.52,8,4.54,6,Kinesthetic,6.0
24,Female,6,4.85,83,49,8.29,86,5.5,6.81,7,2.32,2,Auditory,7.07
22,Female,3,3.97,82,76,6.63,72,5.55,3.81,8,3.08,7,Reading,6.37
24,Male,4,6.08,99,66,5.5,40,4.49,5.47,6,3.02,4,Kinesthetic,6.02
18,Male,3,8.66,73,52,7.37,42,4.27,7.01,9,5.73,4,Auditory,6.75
22,Female,5,2.81,58,80,5.69,51,6.9,7.19,9,0.92,9,Visual,4.85
19,Male,1,9.41,62,41,9.66,96,8.05,1.75,2,5.63,1,Kinesthetic,9.18
22,Male,3,7.2,51,89,6.57,68,4.18,6.79,10,3.37,6,Visual,6.23
18,Female,6,8.41,56,60,9.32,53,6.83,2.92,5,5.96,2,Reading,8.14
23,Male,4,6.01,97,72,5.7,71,5.86,6.09,9,3.44,6,Kinesthetic,6.37
20,Male,7,8.02,70,63,5.5,72,8.46,3.28,3,3.94,7,Visual,6.86
23,Female,6,1.15,68,92,7.77,49,4.73,1.39,5,4.5,3,Auditory,6.42
21,Female,8,8.37,74,83,8.63,74,6.82,2.47,8,4.93,4,Visual,8.29
23,Male,3,1.36,96,81,7.5,43,8.85,3.86,2,2.87,2,Reading,6.77
23,Male,3,9.01,71,73,5.72,87,5.73,6.19,6,4.07,7,Auditory,6.98
18,Female,6,9.93,60,99,4.7,100,7.71,1.7,4,3.69,9,Visual,7.32
18,Female,4,3.65,82,48,7.78,86,8.41,6.69,6,2.44,5,Kinesthetic,6.83
22,Female,4,2.89,81,41,5.19,35,4.93,7.98,3,4.92,5,Visual,5.01
20,Female,2,7.89,70,94,6.32,64,8.96,6.52,6,1.15,9,Kinesthetic,6.88
18,Female,7,3.28,88,95,8.08,35,8.05,4.32,7,1.0,8,Kinesthetic,6.74
23,Male,6,8.79,69,69,5.02,73,4.69,4.98,10,4.42,1,Visual,6.13
20,Male,6,1.93,57,61,5.17,50,5.55,1.04,3,3.82,2,Reading,5.07
18,Male,3,2.13,91,85,4.83,51,7.12,2.46,5,1.91,7,Kinesthetic,5.44
20,Female,8,9.81,86,50,9.78,56,8.42,7.29,8,3.81,3,Reading,8.5
18,Female,5,7.06,58,94,6.55,65,4.97,1.15,2,4.62,6,Kinesthetic,7.24
21,Female,1,8.62,74,82,9.3,74,7.66,7.33,7,1.3,1,Kinesthetic,8.26
19,Male,6,3.92,74,56,6.06,61,5.35,1.79,1,3.49,8,Visual,6.24
19,Male,8,7.09,82,75,8.49,70,8.03,1.93,7,4.95,2,Kinesthetic,8.15
23,Female,3,6.35,51,52,5.66,38,7.42,2.23,1,2.47,1,Auditory,5.84
17,Male,4,6.43,68,46,7.14,59,6.61,6.6,4,3.43,2,Visual,6.62
19,Female,2,7.14,95,55,8.87,64,7.25,4.35,4,0.47,8,Auditory,7.97
23,Male,8,6.18,69,72,8.83,81,8.38,2.02,5,4.98,10,Auditory,8.2
20,Male,8,4.86,91,84,8.71,46,5.93,5.81,2,4.78,5,Kinesthetic,7.86
20,Female,3,3.48,90,40,8.87,61,7.85,7.58,6,2.74,9,Reading,6.99
22,Female,5,7.92,91,50,5.62,79,4.79,5.01,6,0.72,3,Visual,6.44
19,Female,8,3.04,78,45,7.06,97,7.51,1.69,8,3.96,8,Reading,6.57
22,Female,4,7.23,55,59,7.07,89,7.75,1.38,10,3.44,4,Visual,6.87
20,Female,5,3.1,66,74,9.22,64,6.21,6.57,1,5.52,7,Auditory,7.62
21,Male,8,6.63,74,83,6.07,48,7.97,5.38,4,1.68,10,Kinesthetic,6.48
20,Male,8,7.72,87,76,9.44,90,6.79,7.46,2,0.19,10,Kinesthetic,8.7
22,Male,8,2.97,53,80,6.89,53,8.68,4.83,8,1.53,8,Kinesthetic,5.67
21,Female,5,1.54,79,65,8.05,60,4.56,1.44,4,2.57,3,Reading,6.55
21,Female,6,2.18,69,97,5.93,72,4.65,3.83,8,0.93,3,Kinesthetic,5.52
21,Female,1,6.45,52,51,6.67,70,8.21,5.61,2,5.88,1,Kinesthetic,6.81
18,Male,1,8.65,72,69,8.26,52,8.21,3.69,4,1.33,8,Reading,7.76
17,Female,6,1.4,100,67,7.22,91,6.36,8.0,9,4.07,2,Reading,6.46
24,Female,3,7.61,67,66,9.43,57,8.82,3.84,5,2.72,7,Kinesthetic,8.12
24,Male,1,4.07,75,81,8.41,48,7.4,4.82,6,3.33,7,Kinesthetic,7.05
22,Male,8,5.31,85,58,7.49,56,8.91,2.58,10,5.6,7,Auditory,6.94
20,Female,3,9.36,57,44,9.2,62,6.66,2.06,9,3.19,4,Kinesthetic,7.74
18,Male,3,3.99,66,97,8.03,77,5.01,5.52,9,1.83,7,Reading,6.76
22,Male,6,5.19,80,44,7.93,52,6.22,5.12,7,1.32,10,Visual,6.49
17,Female,7,1.12,86,80,5.81,70,8.9,1.03,2,5.35,8,Kinesthetic,6.44
18,Male,4,1.73,94,66,6.59,41,5.85,2.99,7,5.92,9,Visual,6.0
20,Male,7,3.33,82,67,8.12,57,8.79,5.51,9,1.51,7,Kinesthetic,6.55
22,Female,4,1.25,76,65,9.23,68,7.99,6.69,2,4.33,6,Kinesthetic,7.32
21,Male,2,6.68,94,66,6.17,55,6.21,3.19,7,3.03,5,Auditory,6.65
18,Male,7,4.84,53,91,5.64,81,6.71,5.53,7,4.19,10,Kinesthetic,6.05
17,Male,1,5.93,71,88,7.65,87,7.04,2.86,3,5.79,10,Reading,7.99
17,Female,6,2.57,75,81,4.86,75,7.33,5.83,6,1.66,7,Kinesthetic,5.33
17,Female,2,3.66,81,60,8.29,66,4.38,5.89,8,4.44,10,Visual,6.77
22,Male,8,6.97,73,40,8.23,48,8.67,1.91,10,2.63,2,Kinesthetic,6.9
18,Female,6,9.69,95,93,6.38,51,6.98,5.66,8,3.92,5,Reading,7.46
23,Male,5,1.45,84,67,9.23,59,8.66,3.33,3,2.44,8,Kinesthetic,7.34
23,Male,3,9.01,86,87,7.16,98,7.16,2.21,6,4.25,6,Visual,8.37
23,Female,7,6.19,81,97,7.92,82,6.16,4.5,2,2.03,6,Kinesthetic,8.0
17,Female,3,6.08,56,97,5.61,69,6.83,4.17,2,2.93,1,Auditory,6.53
24,Female,4,5.5,82,54,6.71,71,8.15,6.42,8,4.25,2,Kinesthetic,6.56
19,Female,5,1.62,80,94,9.07,89,5.63,1.59,10,0.26,3,Visual,7.12
22,Male,8,1.81,61,56,5.63,51,8.78,6.53,5,1.97,7,Visual,4.93
17,Male,3,6.41,60,65,6.57,62,6.33,1.74,5,3.28,10,Visual,6.56
17,Male,3,4.07,73,59,6.19,35,8.78,2.45,4,0.44,6,Auditory,5.72
18,Female,5,9.26,57,64,5.3,87,8.4,4.61,10,4.22,5,Kinesthetic,6.46
23,Female,8,4.66,81,52,6.04,89,7.84,4.24,4,4.88,9,Visual,6.69
23,Female,5,2.29,87,72,5.73,95,6.34,7.92,8,0.98,10,Auditory,5.68
20,Female,3,7.43,71,64,9.4,47,6.93,5.13,3,4.4,7,Auditory,8.12
18,Male,5,3.64,83,47,8.43,81,8.19,3.29,3,3.88,9,Visual,7.51
18,Male,1,5.73,68,44,6.18,98,6.72,7.3,8,2.47,3,Reading,6.13
19,Female,8,7.28,69,45,8.55,66,7.69,3.19,3,0.99,8,Kinesthetic,7.56
20,Female,8,9.1,63,62,4.62,62,7.95,2.92,2,5.73,9,Visual,6.62
24,Male,5,8.13,82,91,7.29,87,6.57,4.46,5,2.78,2,Kinesthetic,7.95
18,Female,2,7.09,59,69,5.83,65,6.68,7.39,3,1.1,4,Auditory,6.17
19,Female,2,7.12,65,53,5.11,42,4.99,5.96,6,4.31,2,Kinesthetic,5.52
18,Male,8,9.51,53,93,9.18,59,5.22,5.74,7,3.65,7,Reading,8.11
19,Male,3,3.66,76,62,5.56,67,8.52,6.08,3,4.9,4,Kinesthetic,6.09
22,Male,3,1.01,77,50,8.86,41,8.2,5.62,9,5.98,6,Visual,6.35
21,Female,8,3.45,92,70,6.69,100,4.05,6.32,10,0.27,8,Visual,6.18
17,Female,4,2.96,65,45,4.58,80,8.35,2.35,1,4.44,6,Visual,5.59
24,Female,5,6.96,82,50,8.38,39,4.13,2.24,7,5.93,4,Kinesthetic,7.32
17,Female,7,6.7,97,52,7.66,51,6.29,3.54,4,3.23,6,Visual,7.39
18,Female,2,6.34,68,51,6.32,86,4.34,6.96,7,4.29,1,Kinesthetic,6.34
23,Male,4,1.15,70,93,5.99,46,8.84,6.0,9,2.65,6,Kinesthetic,5.22
19,Male,8,7.56,71,41,4.89,96,8.86,4.97,9,2.14,10,Visual,5.97
23,Male,3,3.91,58,92,9.49,69,7.05,1.14,1,4.18,8,Reading,8.16
21,Male,7,6.99,58,74,7.12,96,5.96,2.65,10,5.93,4,Visual,7.19
17,Female,6,6.01,58,94,4.95,55,6.56,6.62,4,0.55,9,Auditory,5.61
23,Male,8,4.08,76,75,9.1,100,7.81,2.7,7,2.53,6,Auditory,7.92
18,Male,6,2.21,66,56,5.98,87,5.12,6.11,10,5.64,6,Reading,5.44
22,Male,1,1.85,93,67,5.58,55,6.21,2.29,6,0.68,4,Auditory,5.42
24,Male,5,8.48,94,67,5.99,49,7.69,5.24,9,3.91,8,Reading,6.75
23,Female,4,9.27,57,61,7.49,57,5.98,5.4,7,2.58,5,Kinesthetic,6.99
23,Female,1,6.85,65,77,4.89,65,4.16,6.26,3,2.26,1,Auditory,5.89
18,Male,7,1.93,67,46,7.05,88,6.54,4.07,7,1.26,7,Reading,5.82
19,Female,7,4.62,82,54,9.25,89,7.69,5.43,10,1.06,8,Visual,7.38
20,Male,7,7.56,50,71,5.5,60,8.88,4.41,5,3.1,6,Auditory,6.18
22,Male,6,8.02,61,50,6.26,87,4.19,7.63,2,2.26,7,Auditory,6.66
18,Male,3,2.06,55,63,6.6,100,6.7,4.65,10,2.95,7,Reading,5.68
21,Female,2,1.0,90,42,7.61,73,6.25,2.47,3,1.18,4,Kinesthetic,6.35
24,Male,4,7.41,54,69,9.37,41,5.21,5.68,6,2.1,4,Reading,7.32
21,Female,4,4.21,65,45,6.59,73,7.19,4.84,6,5.98,1,Reading,6.25
20,Female,3,3.29,67,97,4.87,66,4.82,6.63,7,2.21,2,Auditory,5.21
21,Female,3,1.12,98,41,6.34,60,5.42,2.24,6,2.48,3,Reading,5.62
19,Female,8,5.86,67,100,5.51,63,7.91,2.83,9,0.12,5,Visual,5.96
18,Male,2,8.66,50,53,7.95,59,6.3,7.45,5,2.28,10,Reading,6.98
19,Female,2,9.62,68,80,4.66,90,8.97,7.51,5,4.58,9,Visual,6.89
23,Male,2,6.09,57,57,6.05,65,5.93,4.1,8,3.09,5,Visual,5.84
24,Male,1,5.63,52,90,7.39,100,6.32,1.33,8,3.94,6,Reading,7.24
20,Female,1,1.77,74,83,5.97,36,5.5,3.15,1,3.34,7,Kinesthetic,5.72
20,Male,3,5.94,54,70,7.42,81,5.18,2.73,3,0.63,4,Visual,6.88
19,Male,7,4.42,89,52,5.11,63,8.61,3.9,6,1.99,8,Visual,5.72
22,Female,8,6.46,68,65,9.5,83,7.74,3.22,6,4.17,6,Visual,8.27
17,Female,7,4.5,67,83,6.04,66,5.67,6.8,1,3.29,1,Kinesthetic,6.36
20,Female,4,3.16,99,51,9.39,64,7.5,1.02,2,4.05,6,Reading,8.08
18,Female,1,1.85,80,57,6.23,49,8.83,5.51,10,2.16,2,Kinesthetic,5.19
22,Male,3,3.83,82,48,8.64,96,4.37,5.65,7,1.16,4,Reading,7.04
20,Male,6,1.87,96,88,5.8,51,5.32,5.62,1,4.98,4,Visual,6.25
19,Female,8,2.59,67,60,8.05,56,5.0,4.64,10,2.26,10,Auditory,5.91
19,Female,6,9.89,88,87,6.22,64,8.35,5.28,5,3.93,10,Visual,7.71
21,Male,1,5.0,65,88,7.2,50,4.9,6.67,1,2.29,5,Reading,6.68
22,Male,2,5.79,65,92,8.07,86,5.54,6.49,6,5.56,10,Kinesthetic,7.64
